Reference, Quantity, Value, Footprint, Datasheet, Notes
C1 ,1,"1uF 35V","","~","electrolytic or tantal"
C3 ,1,"3.3nF","","~","plastic"
C2 C4 C5 ,3,"10nF","","~","plastic"
J2 J7 ,2,"GROUND","","~"
J5 ,1,"OUTPUT","","~"
J6 ,1,"POSITIVE SUPPLY","","~"
J8 ,1,"NEGATIVE SUPPLY","","~"
Q1 ,1,"2N5172","","~"
R1 R2 ,2,"100k","","~"
R3 R4 ,2,"4.7M","","~"
R5 ,1,"1.5k","","~"
R6 ,1,"3.9k","","~"
Z1 ,1,"LM301A","","http://www.ti.com/lit/ds/symlink/lm101a-n.pdf"
